Text,Date,Compound,Positive,Negative,Neutral,Tweets Ago
"Almost a decade after Sri Lanka's devastating civil war ended, depression and post-traumatic stress grips the popul… https://t.co/ppujjIXjzF",Wed Dec 05 09:45:01 +0000 2018,-0.9403,0.0,0.469,0.531,25
"When George W. Bush gives the eulogy for his father on Wednesday, it will bring to a close an extraordinary relatio… https://t.co/dTtavK1d7P",Wed Dec 05 09:30:09 +0000 2018,0.0,0.0,1.0,0.0,26
"Charlotte Prodger, a Glasgow-based artist who makes films using her iPhone, has won this year’s Turner Prize — Brit… https://t.co/8UXRdQZMD6",Wed Dec 05 09:15:07 +0000 2018,0.7906,0.304,0.696,0.0,27
"RT @MitchKSmith: 2:30 has come and gone, and Wisconsin lawmakers are yet to return to the Senate floor. Some of the most severe proposed cu…",Wed Dec 05 09:08:39 +0000 2018,-0.4391,0.0,0.892,0.108,28
Eritrea’s 20-year war with neighboring Ethiopia is finally over. A journalist with roots in both nations visited to… https://t.co/jV3hZWFsDw,Wed Dec 05 09:00:13 +0000 2018,-0.5994,0.0,0.813,0.187,29
"Prime Minister Theresa May of Britain suffered a series of humiliating defeats in Parliament, the strongest sign ye… https://t.co/pKU3hRJRV0",Wed Dec 05 08:45:07 +0000 2018,-0.5859,0.118,0.569,0.313,30
"In Opinion

Richard Revesz writes, ""Without the facts or law on its side, the Trump administration may have no choi… https://t.co/1YALGXqZDW",Wed Dec 05 08:30:09 +0000 2018,-0.296,0.0,0.901,0.099,31
"“She brings excitement and pressure to me, but I like that,” Offset said about Cardi B. “She’s No. 1, so every time… https://t.co/tdfDkcZgpN",Wed Dec 05 08:23:06 +0000 2018,0.2382,0.193,0.649,0.159,32
"In a remote town of a few hundred people, a debate over an Indigenous massacre has divided neighbors https://t.co/nF9GMLTm1W",Wed Dec 05 08:15:02 +0000 2018,0.0,0.0,1.0,0.0,33
Someday the yellow vest that has become synonymous with the French protests will end up in a museum as one of the m… https://t.co/CzKiiVzaNB,Wed Dec 05 08:00:03 +0000 2018,-0.2263,0.0,0.921,0.079,34
Gunmen in the remote Indonesian province of Papua have killed as many as 31 construction workers who were brought f… https://t.co/kcsXXlAD0m,Wed Dec 05 07:45:06 +0000 2018,-0.6705,0.0,0.816,0.184,35
"A holiday food exchange in which strangers across the world swap edible gifts has kindled enduring friendships and,… https://t.co/SSROCIvhrZ",Wed Dec 05 07:30:06 +0000 2018,0.6486,0.249,0.751,0.0,36
"RT @photojournalism: Moving piece on one doctor's mission to continue treat trauma in Sri Lanka, nearly ten years after the end of the civi…",Wed Dec 05 07:24:55 +0000 2018,-0.0258,0.098,0.8,0.102,37
A felon who escaped from a South Carolina prison and barged into a woman’s home was fatally shot by the homeowner https://t.co/bD3L29EyOE,Wed Dec 05 07:15:05 +0000 2018,-0.8176,0.0,0.694,0.306,38
Stocks around the world on Wednesday continued their tumble after President Trump posted a series of tweets warning… https://t.co/V3MPJHP2b1,Wed Dec 05 07:06:03 +0000 2018,0.0,0.0,1.0,0.0,39
Experts warn that the world’s agricultural system will need drastic changes in the next few decades in order to fee… https://t.co/z3OXxTxFVV,Wed Dec 05 06:58:59 +0000 2018,-0.1027,0.0,0.935,0.065,40
"RT @MitchKSmith: Debate resumes at the Wisconsin Senate. State Sen. Jon Erpenbach, a Democrat, said “we are here today to basically invalid…",Tue Dec 04 23:38:04 +0000 2018,0.0,0.0,1.0,0.0,41
"Charlotte Prodger, an artist who makes films using her iPhone, has won the Turner Prize, one of the art world's maj… https://t.co/kPMLen4wNo",Tue Dec 04 23:32:04 +0000 2018,0.7906,0.259,0.741,0.0,42
"RT @abscribe: Honoring memories &amp; weaving folklore/family stories, from greats to grands, there's power in the front porch: In its simplici…",Tue Dec 04 23:17:03 +0000 2018,0.5106,0.142,0.858,0.0,43
"The European Union gave 15,000 young people a month of free Interrail travel this year, trying to get them to ""reco… https://t.co/W9pLOi2FKE",Tue Dec 04 23:02:07 +0000 2018,0.5106,0.142,0.858,0.0,44
"Italy's highest court ruled that the Getty Villa outside Los Angeles must give Italy back its prized, 2000-year-old… https://t.co/GFHMXYKF1h",Tue Dec 04 22:47:01 +0000 2018,0.5267,0.159,0.841,0.0,45
"Bleecker Street's big-name luxury labels have been replaced by young, digitally native brands, many of them run by… https://t.co/0EGsvTaE5F",Tue Dec 04 22:30:15 +0000 2018,0.0,0.0,1.0,0.0,46
Our reporter @MitchKSmith is in Madison as Republican lawmakers in Wisconsin attempt to push through a series of bi… https://t.co/JI4JbsrvnR,Tue Dec 04 22:24:02 +0000 2018,0.0,0.0,1.0,0.0,47
RT @dougmillsnyt: .@realDonaldTrump and First Lady Melania Trump are greeted by former president George W. Bush and Mrs. Bush as they arriv…,Tue Dec 04 22:17:03 +0000 2018,0.2732,0.091,0.909,0.0,48
"The Puritan tiger beetle may have “a face only a mother could love.” But the species could face extinction, unless… https://t.co/TvmsAfN7Bp",Tue Dec 04 22:02:04 +0000 2018,0.0,0.0,1.0,0.0,49
"RT @NYTNational: Activists did not see Bush as an ally in the fight against HIV, which became the leading cause of death for young men in t…",Tue Dec 04 21:49:51 +0000 2018,-0.7579,0.0,0.794,0.206,50
"In Florida, dolphins are washing up dead on the beach and sea birds are falling from the sky. But climate change de… https://t.co/EngrZynuMU",Tue Dec 04 21:46:20 +0000 2018,-0.4497,0.0,0.842,0.158,51
"The Apollo Theater in Harlem plans to expand for the first time since 1934, building 2 new performance spaces https://t.co/sS2Lm3Gidi",Tue Dec 04 21:30:07 +0000 2018,0.3182,0.113,0.887,0.0,52
The recent success of candidates with varying degrees of baggage begs the question — especially since President Tru… https://t.co/6XrCq7faKi,Tue Dec 04 21:15:05 +0000 2018,0.5719,0.179,0.821,0.0,53
Breaking News: Stocks fell more than 3% as President Trump sowed confusion over a truce in the U.S.-China trade war… https://t.co/lAvCJwka3z,Tue Dec 04 21:05:02 +0000 2018,-0.296,0.0,0.896,0.104,54
"This gruyère puff, basically a cheese-filled puffy pancake, makes an unexpected side dish to roasted meat or fish… https://t.co/cmCpkXEOZV",Tue Dec 04 21:00:19 +0000 2018,0.0,0.0,1.0,0.0,55
"The campaign arm for House Republicans was hacked during the 2018 midterm campaign, a spokesman for the organizatio… https://t.co/wHBSbLkDtQ",Tue Dec 04 20:53:22 +0000 2018,-0.4019,0.0,0.863,0.137,56
President Emmanuel Macron of France is facing the toughest crisis of his leadership after 3 weeks of violent protes… https://t.co/j3CHyBOz16,Tue Dec 04 20:45:03 +0000 2018,-0.8519,0.0,0.632,0.368,57
RT @nytvideo: Unfair maneuver or a strong warning to would-be criminals? The latest @RetroReport examines the practice of parading the accu…,Tue Dec 04 20:30:07 +0000 2018,-0.7096,0.116,0.561,0.323,58
"Steve Bannon has met with a fugitive Chinese billionaire, Guo Wengui, dozens of times since October 2017 with the s… https://t.co/yJLy4AZ0oG",Tue Dec 04 20:15:02 +0000 2018,0.0,0.0,1.0,0.0,59
RT @MitchKSmith: Among the signs ringing the Wisconsin rotunda as Gov. Walker listens to Christmas carols: “All I want for Christmas is dem…,Tue Dec 04 20:07:02 +0000 2018,0.0772,0.058,0.942,0.0,60
French protesters say their purchasing power has dwindled so much that they have trouble making ends meet — let alo… https://t.co/Or4fYNmF1z,Tue Dec 04 08:00:08 +0000 2018,-0.5574,0.0,0.796,0.204,61
"In Opinion

Eric Tang and Viet Thanh Nguyen write, Vietnamese ""refugees came here because American forces fought a… https://t.co/Pumo8PbZge",Tue Dec 04 07:45:03 +0000 2018,-0.3182,0.0,0.887,0.113,62
A team of astronomers has now measured the total amount of light that has ever been produced by all the stars in ou… https://t.co/TgGuf937IQ,Tue Dec 04 07:30:11 +0000 2018,0.0,0.0,1.0,0.0,63
"President Rodrigo Duterte of the Philippines joked about using marijuana, but the punch line appeared lost on a nat… https://t.co/qDPshpwdsj",Tue Dec 04 07:22:05 +0000 2018,-0.3182,0.076,0.787,0.137,64
RT @nytimesbusiness: India gave birth to a global call center industry. Now it's home to some of the industry's most lucrative scams. https…,Tue Dec 04 07:15:06 +0000 2018,-0.6222,0.0,0.837,0.163,65
"RT @nytimesworld: Just two days after taking office, Mexico's new president created a truth commission to re-examine the disappearance of 4…",Tue Dec 04 07:02:12 +0000 2018,0.5106,0.193,0.807,0.0,66
We traveled with a group of 18-year-olds on a coming-of-age adventure as they experienced a borderless Europe by ra… https://t.co/dNtmSl0MYg,Tue Dec 04 07:00:13 +0000 2018,0.3182,0.126,0.874,0.0,67
"""In some ways,” said an editor of a book of essays about George Bush's presidency, “the Willie Horton ad is the 1.0… https://t.co/rhabvbLUru",Tue Dec 04 06:52:01 +0000 2018,0.0,0.0,1.0,0.0,68
Quora users reacted to news of the security breach with surprise — not that their account information may have been… https://t.co/rpWFcYDtho,Tue Dec 04 06:45:08 +0000 2018,0.5423,0.2,0.8,0.0,69
"For the next 6 months at least, Australia will have the same prime minister. Maybe. https://t.co/c31U2C2PYf",Tue Dec 04 06:30:03 +0000 2018,0.0,0.0,1.0,0.0,70
Israel said it had begun a military operation to expose and thwart offensive tunnels it said Hezbollah had been bui… https://t.co/DkDqYbGYFE,Tue Dec 04 06:22:04 +0000 2018,-0.5574,0.0,0.796,0.204,71
RT @BenWeiserNYT: Michael Cohen has told friends that he is mystified that he is taking the fall for actions he carried out on behalf of Do…,Tue Dec 04 06:17:05 +0000 2018,0.4767,0.11,0.89,0.0,72
"“A lot of millennials don’t even own can openers,” said an executive about why consumption of tuna has declined. Th… https://t.co/qCwZpnvOsv",Tue Dec 04 06:02:04 +0000 2018,0.0,0.0,1.0,0.0,73
"RT @nytopinion: Climate denial is where the essential elements of Trumpism - the conspiracy theorizing and menacing of critics - began, wri…",Tue Dec 04 05:47:04 +0000 2018,-0.6808,0.0,0.763,0.237,74
"After the deal was struck, several big areas of contention remained unresolved and President Trump appointed a vete… https://t.co/tz87lJm6Yc",Tue Dec 04 05:32:04 +0000 2018,-0.25,0.0,0.895,0.105,75
Psychiatric advance directives allow patients with serious mental illness to specify the treatment they want if the… https://t.co/ZFMFC7pAeO,Tue Dec 04 05:25:34 +0000 2018,-0.2023,0.151,0.66,0.189,76
Ada Hegerberg had just become the first woman to win the prestigious Ballon d’Or soccer prize. Then she was asked i… https://t.co/Agur5iYFqo,Tue Dec 04 05:17:05 +0000 2018,0.7964,0.262,0.738,0.0,77
"""Performances of this song have made participants uncomfortable and offended audience members,"" the president of a… https://t.co/l1Db6f8TUe",Tue Dec 04 05:02:03 +0000 2018,-0.5574,0.0,0.765,0.235,78
"Last month, the mayor of Atlantic City was involved in a fight outside a casino. He was not charged. Now the FBI ha… https://t.co/DJsZjtyrv6",Tue Dec 04 04:47:03 +0000 2018,-0.2519,0.066,0.827,0.107,79
"RT @SherylNYT: A time for memories, and to let bygones be bygones. Dick Cheney once cursed at Pat Leahy on the Senate floor. Paying respect…",Tue Dec 04 04:42:02 +0000 2018,-0.5106,0.0,0.875,0.125,80
"French Politicians and law enforcement officials said that the ""Yellow Vests"" protests were close to an ""insurrecti… https://t.co/rgsyHAbG9L",Mon Dec 03 12:10:06 +0000 2018,-0.2263,0.0,0.899,0.101,81
He has made millions off of detained migrant children: Meet the nonprofit founder indispensable to the Trump admini… https://t.co/8fmDUfHQ07,Mon Dec 03 12:00:08 +0000 2018,-0.4019,0.0,0.87,0.13,82
"RT @nytimesworld: The mayor of Matera, Italy, the 2019 Capital of Culture of the European Union, says he doesn't want tourists: “It should…",Mon Dec 03 11:49:03 +0000 2018,-0.0572,0.0,0.947,0.053,83
RT @nytopinion: Estimates for the number of people displaced by dams in India since 1947 vary from 16 million to 40 million. If these proje…,Mon Dec 03 11:41:06 +0000 2018,0.0772,0.051,0.949,0.0,84
"The spirit of comity fostered by the shared mourning of George Bush will almost certainly dissipate within days, if… https://t.co/739FZv6ON1",Mon Dec 03 11:30:04 +0000 2018,0.3197,0.247,0.637,0.116,85
The rapid rise and sudden fall of Tekashi 6ix9ine https://t.co/avuLtu9yhI,Mon Dec 03 11:14:04 +0000 2018,0.0,0.0,1.0,0.0,86
Morning Briefing: Here's what you need to know to start your day https://t.co/isdeRGBtnZ,Mon Dec 03 11:02:05 +0000 2018,0.0,0.0,1.0,0.0,87
"RT @mikeives: “This is highhanded and wrong, and we do not like it,” says a diabetes expert of Sri Lanka's move to water down a tax on suga…",Mon Dec 03 10:44:02 +0000 2018,-0.6381,0.0,0.822,0.178,88
The Trump administration has been lowering environmental hurdles for oil drilling in the Arctic National Wildlife R… https://t.co/2OFaR3nKZD,Mon Dec 03 10:32:03 +0000 2018,-0.25,0.0,0.895,0.105,89
Right-wing parties won enough votes to oust the Socialists from power in Andalusia for the first time since Spain r… https://t.co/Nsdh0cZWvj,Mon Dec 03 10:14:03 +0000 2018,0.7506,0.252,0.748,0.0,90
"Moviemaking blurs the distinction between reality and fantasy, and China's Hengdian World Studios arguably does tha… https://t.co/MzKqkClc27",Mon Dec 03 10:00:06 +0000 2018,-0.25,0.0,0.889,0.111,91
"10 years after an international treaty banned cluster munitions, several financial institutions are slashing invest… https://t.co/UwH7WEgLQ9",Mon Dec 03 09:45:02 +0000 2018,-0.6249,0.0,0.733,0.267,92
The director of the missionary group that John Allen Chau trained with cited his numerous vaccinations and self-imp… https://t.co/EZuvXc7QcL,Mon Dec 03 09:30:10 +0000 2018,0.0,0.0,1.0,0.0,93
The biggest roadblock to your productivity is the smartphone on your desk https://t.co/h7qz87DNOw,Mon Dec 03 09:15:06 +0000 2018,0.0,0.0,1.0,0.0,94
"TikTok — a quirky hybrid of Snapchat, Vine and “Carpool Karaoke” — is a refreshing outlier in the social media univ… https://t.co/hpXDHs5xQY",Mon Dec 03 09:00:04 +0000 2018,0.0,0.0,1.0,0.0,95
"Thomas J. J. Altizer was one of a handful of radical theologians in the 1960s who espoused that “God is dead."" “Whi… https://t.co/TGNBnuWp7l",Mon Dec 03 08:45:02 +0000 2018,0.0,0.0,1.0,0.0,96
"Qatar will withdraw from OPEC in January to focus on its gas industry, the country’s energy minister said. The nati… https://t.co/DAsbKUwqDt",Mon Dec 03 08:38:09 +0000 2018,0.2732,0.095,0.905,0.0,97
"A North Korean soldier defected to South Korea on Saturday, fleeing across the countries’ heavily armed land border https://t.co/nl1lVH863v",Mon Dec 03 08:30:01 +0000 2018,-0.4019,0.0,0.863,0.137,98
"Many scientists in China say the drive to succeed is so strong that they adopt a “do first, debate later” approach https://t.co/O2rgQA9uGY",Mon Dec 03 08:15:07 +0000 2018,0.8173,0.321,0.679,0.0,99
A judge has refused a request by one of the nation’s largest theater owners to block San Francisco productions of “… https://t.co/CDPEMPoSdD,Mon Dec 03 08:00:12 +0000 2018,-0.6249,0.0,0.779,0.221,100
